Gender,Age,Married,Number of Dependents,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
Male,80,Yes,0,37.774633,-122.274434,3,71,Offer A,Yes,37.25,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,25.45,1789.65,0.0,0,2644.75,4434.4
Male,45,No,0,33.999992,-117.535395,0,24,No Offer,Yes,2.33,No,Yes,DSL,2.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.1,1269.6,0.0,0,55.92,1325.52
Male,53,Yes,0,38.148862,-121.737696,7,34,No Offer,Yes,26.03,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.6,678.8,0.0,0,885.02,1563.82
Female,51,Yes,1,41.10831,-121.360362,8,24,No Offer,Yes,30.41,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.7,452.55,0.0,0,729.84,1182.39
Male,62,Yes,0,37.890274,-122.295192,1,26,Offer C,Yes,35.9,Yes,Yes,Cable,26.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,2070.6,0.0,0,933.4,3004.0
Male,45,No,0,34.195386,-118.238508,0,20,Offer D,Yes,3.94,No,Yes,DSL,18.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.8,1023.85,0.0,0,78.8,1102.65
Female,19,No,0,34.818227,-120.418784,0,30,No Offer,Yes,13.16,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,110.45,3327.05,0.0,0,394.8,3721.85
Male,46,No,0,34.028331,-118.354338,0,10,Offer D,No,0.0,No Phone Service,Yes,DSL,30.0,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,29.5,255.25,0.0,40,0.0,295.25
Male,23,No,0,33.507255,-117.029473,0,1,No Offer,Yes,44.56,No,Yes,Fiber Optic,27.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,75.9,0.0,0,44.56,120.46
Male,32,Yes,1,37.435664,-121.049056,1,18,Offer D,Yes,24.16,No,Yes,Fiber Optic,19.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,87.9,1500.5,0.0,0,434.88,1935.38
Male,43,Yes,3,39.197215,-120.83679,10,45,No Offer,Yes,47.31,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,24.45,1088.25,0.0,0,2128.95,3217.2
Female,50,Yes,0,37.343846,-121.039391,3,46,Offer B,No,0.0,No Phone Service,Yes,DSL,30.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.55,2062.15,0.0,0,0.0,2062.15
Female,41,Yes,0,33.507255,-117.029473,4,70,No Offer,Yes,28.54,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.5,7752.05,0.0,0,1997.8,9749.85
Male,58,Yes,3,36.560498,-117.962461,8,28,No Offer,No,0.0,No Phone Service,Yes,DSL,52.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,60.0,1682.05,0.0,0,0.0,1682.05
Male,58,No,2,33.947305,-118.439841,0,18,Offer D,Yes,34.07,No,Yes,DSL,28.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.65,747.2,0.0,40,613.26,1400.46
Female,31,Yes,1,32.912664,-116.635387,4,55,Offer B,Yes,31.3,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.0,1087.25,0.0,0,1721.5,2808.75
Female,40,Yes,3,39.19514,-121.503883,10,16,No Offer,Yes,12.82,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.35,275.9,33.24,0,205.12,447.78
Female,33,No,0,34.110845,-118.259595,0,40,No Offer,Yes,8.36,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,20.15,804.85,0.0,0,334.4,1139.25
Female,45,Yes,1,32.99356,-117.207121,7,13,No Offer,Yes,5.58,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,19.75,246.7,0.0,0,72.54,319.24
Male,34,No,0,32.85723,-117.209774,0,10,No Offer,Yes,49.58,No,Yes,DSL,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.85,435.4,0.0,0,495.8,931.2
Male,52,No,0,40.677649,-122.29467,0,72,Offer A,Yes,3.43,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,19.85,1434.1,0.0,0,246.96,1681.06
Female,24,No,0,36.931654,-121.752383,0,69,Offer A,Yes,36.5,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,24.6,1678.05,28.42,0,2518.5,4168.13
Male,34,Yes,0,37.375156,-121.795867,1,19,Offer D,Yes,28.04,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.3,2012.7,0.0,0,532.76,2545.46
Male,78,No,0,37.461251,-122.235414,0,20,Offer D,Yes,5.71,No,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,71.3,1389.2,0.0,0,114.2,1503.4
Male,62,No,0,37.871416,-122.246597,0,30,No Offer,Yes,24.57,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.7,625.05,0.0,0,737.1,1362.15
Female,63,Yes,1,34.18454,-119.224666,3,42,Offer B,Yes,3.14,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.0,833.55,0.0,0,131.88,965.43
Female,58,Yes,0,39.125311,-121.392283,9,19,Offer D,Yes,10.68,No,Yes,Fiber Optic,23.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,1743.05,0.0,0,202.92,1945.97
Male,47,Yes,0,38.556306,-121.495817,5,68,Offer A,Yes,22.83,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,25.25,1728.2,0.0,0,1552.44,3280.64
Male,71,Yes,0,34.506627,-118.699048,1,36,Offer C,Yes,31.65,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.1,3021.6,0.0,0,1139.4,4161.0
Male,69,No,0,32.961064,-117.134917,0,2,No Offer,Yes,43.99,No,Yes,DSL,27.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.25,91.1,0.0,0,87.98,179.08
Female,56,No,3,37.497915,-122.267361,0,7,Offer E,Yes,49.66,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,20.05,96.8,0.0,0,347.62,444.42
Male,34,No,0,40.021787,-122.127576,0,65,Offer B,Yes,44.7,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,19.55,1218.65,0.0,0,2905.5,4124.15
Female,36,Yes,0,34.10097,-117.57882,1,25,No Offer,Yes,23.24,Yes,Yes,Fiber Optic,25.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,2368.4,0.0,0,581.0,2949.4
Male,69,No,0,39.84784,-122.544556,0,51,No Offer,Yes,24.92,Yes,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.6,3974.7,16.73,0,1270.92,5228.89
Male,60,Yes,1,39.305545,-123.743697,8,68,Offer A,Yes,2.71,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,24.0,1664.3,0.0,0,184.28,1848.58
Female,35,Yes,3,39.342587,-121.249833,1,60,Offer B,Yes,48.04,Yes,Yes,Fiber Optic,76.0,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,94.15,5811.8,0.0,0,2882.4,8694.2
Female,58,Yes,0,34.702766,-116.093376,1,28,Offer C,Yes,16.85,No,Yes,Fiber Optic,13.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1,0.0,0,471.8,2698.9
Female,44,No,0,38.71967,-121.862416,0,6,Offer E,Yes,17.18,No,Yes,DSL,22.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.25,389.1,0.0,0,103.08,492.18
Female,62,Yes,0,41.10831,-121.360362,1,56,Offer B,Yes,39.72,Yes,Yes,DSL,11.0,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.2,3512.15,0.0,0,2224.32,5736.47
Female,39,Yes,0,34.486835,-117.362274,6,66,Offer A,Yes,42.23,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.2,6936.85,0.0,0,2787.18,9724.03
Male,61,No,0,37.791222,-122.402241,0,19,No Offer,Yes,41.79,No,Yes,DSL,6.0,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,1231.85,0.0,60,794.01,2085.86
Male,27,Yes,0,38.107441,-120.230625,1,17,No Offer,No,0.0,No Phone Service,Yes,DSL,52.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,49.8,836.35,0.0,0,0.0,836.35
Male,53,No,0,34.408161,-118.865111,0,71,No Offer,Yes,6.75,Yes,Yes,Fiber Optic,15.0,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,86.4,6172.0,0.0,0,479.25,6651.25
Male,22,No,0,36.478239,-119.52137,0,2,Offer E,No,0.0,No Phone Service,Yes,Cable,73.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,56.35,0.0,0,0.0,56.35
Male,29,No,0,33.797638,-118.11662,0,37,Offer C,Yes,12.69,Yes,Yes,Fiber Optic,69.0,Yes,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.15,3369.25,17.5,50,469.53,3871.28
Male,26,Yes,0,35.349241,-116.770281,1,36,No Offer,Yes,12.61,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,20.85,720.05,0.0,0,453.96,1174.01
Female,43,No,0,38.69508,-121.271616,0,9,No Offer,Yes,46.94,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,19.5,178.85,0.0,0,422.46,601.31
Male,42,Yes,0,38.486502,-121.334051,6,22,No Offer,Yes,35.62,Yes,Yes,Fiber Optic,29.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,95.9,2234.95,0.0,0,783.64,3018.59
Female,29,No,0,33.739415,-116.968339,0,2,Offer E,Yes,33.89,No,Yes,Fiber Optic,41.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.55,184.1,0.0,0,67.78,251.88
Male,46,Yes,0,33.933565,-118.062611,1,72,Offer A,Yes,1.86,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,23.55,1723.95,0.0,0,133.92,1857.87
Male,42,No,0,33.840399,-118.353714,0,58,Offer B,Yes,2.38,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,24.45,1513.6,0.0,0,138.04,1651.64
Female,54,Yes,0,37.59485,-122.051521,3,49,Offer B,Yes,13.13,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.0,918.7,0.0,0,643.37,1562.07
Male,23,Yes,0,38.184914,-120.364085,1,66,Offer A,Yes,20.07,Yes,Yes,Fiber Optic,85.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.05,6890.0,0.0,0,1324.62,8214.62
Female,40,Yes,0,38.304194,-120.592431,9,41,Offer B,Yes,8.44,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.65,875.55,0.0,0,346.04,1221.59
Male,60,Yes,3,38.055562,-120.456298,1,72,No Offer,Yes,32.47,Yes,Yes,Fiber Optic,76.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.0,8093.15,0.0,0,2337.84,10430.99
Male,68,No,0,41.867908,-123.794144,0,5,No Offer,Yes,2.27,No,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.25,331.9,12.48,0,11.35,330.77
Male,44,No,0,34.159007,-118.087353,0,61,No Offer,Yes,7.82,Yes,Yes,Fiber Optic,11.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.6,6876.05,0.0,0,477.02,7353.07
Female,78,No,0,33.141265,-116.967221,0,18,Offer D,Yes,21.09,No,Yes,Fiber Optic,18.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.7,1294.6,0.0,20,379.62,1694.22
Female,20,Yes,0,37.331762,-122.341444,7,47,No Offer,Yes,11.68,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,26.9,1250.85,0.0,0,548.96,1799.81
Female,35,No,0,35.186644,-120.728305,0,28,No Offer,Yes,33.05,Yes,Yes,Cable,7.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,59.0,1654.45,0.0,0,925.4,2579.85
Female,52,Yes,2,39.455555,-123.683979,1,70,Offer A,No,0.0,No Phone Service,Yes,Cable,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,58.4,4113.15,32.53,0,0.0,4080.62
Male,53,Yes,0,35.236549,-120.727344,5,35,No Offer,No,0.0,No Phone Service,Yes,DSL,30.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,53.15,1930.9,0.0,0,0.0,1930.9
Male,53,Yes,0,40.722733,-122.109666,10,30,Offer C,Yes,23.16,No,Yes,DSL,6.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.0,1474.9,0.0,0,694.8,2169.7
Female,33,No,0,39.246654,-120.029273,0,4,No Offer,Yes,25.8,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.05,83.3,0.0,0,103.2,186.5
Male,28,Yes,2,36.29878,-119.201028,9,34,No Offer,Yes,42.74,Yes,Yes,Fiber Optic,52.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.7,3410.0,0.0,0,1453.16,4863.16
Female,44,Yes,0,37.766556,-121.976784,5,64,Offer B,Yes,6.81,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,25.0,1584.8,0.0,0,435.84,2020.64
Male,35,No,0,34.026334,-118.474222,0,5,Offer E,No,0.0,No Phone Service,Yes,DSL,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24.3,100.2,0.0,0,0.0,100.2
Male,45,No,0,34.030915,-117.273201,0,48,No Offer,Yes,3.59,No,Yes,DSL,10.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,78.9,3771.5,0.0,0,172.32,3943.82
Male,57,No,0,33.148116,-117.306043,0,1,No Offer,Yes,22.03,No,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,69.35,0.0,0,22.03,91.38
Male,39,Yes,0,39.955164,-122.018567,1,15,Offer D,Yes,34.63,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,1107.25,0.0,0,519.45,1626.7
Female,77,No,0,32.957195,-117.202542,0,23,Offer D,Yes,31.17,No,Yes,Fiber Optic,23.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,2293.6,0.0,0,716.91,3010.51
Female,65,Yes,0,36.624338,-121.615669,5,72,Offer A,Yes,8.68,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,24.3,1778.7,0.0,0,624.96,2403.66
Female,58,Yes,0,36.993666,-119.348267,1,50,Offer B,Yes,29.43,Yes,Yes,Fiber Optic,14.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,108.55,5610.7,0.0,0,1471.5,7082.2
Male,36,Yes,2,38.421458,-122.365048,8,36,No Offer,Yes,47.45,No,Yes,DSL,14.0,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,63.7,2188.5,0.0,0,1708.2,3896.7
Male,61,Yes,0,36.362741,-121.869685,6,62,No Offer,No,0.0,No Phone Service,Yes,Cable,4.0,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,39.0,2337.45,0.0,0,0.0,2337.45
Male,24,No,0,33.644585,-116.871544,0,50,No Offer,Yes,21.72,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,20.15,989.05,0.0,0,1086.0,2075.05
Male,41,No,0,34.119363,-117.855059,0,7,Offer E,Yes,30.04,No,Yes,DSL,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.9,278.4,0.0,0,210.28,488.68
Female,47,Yes,2,33.807882,-118.347957,1,30,Offer C,Yes,16.48,No,Yes,DSL,17.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,66.3,1923.5,0.0,0,494.4,2417.9
Male,34,No,2,34.008293,-118.346766,0,9,Offer E,Yes,27.64,No,Yes,Cable,29.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,484.05,0.0,0,248.76,732.81
Female,54,No,0,34.875144,-116.821698,0,1,Offer E,Yes,29.78,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.55,69.55,0.0,0,29.78,99.33
Female,23,No,0,36.301689,-119.018233,0,1,Offer E,Yes,22.16,No,Yes,Fiber Optic,47.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.6,74.6,0.0,10,22.16,106.76
Male,28,No,0,32.802959,-117.027095,0,24,No Offer,Yes,7.52,Yes,Yes,Cable,85.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,54.6,1242.25,28.42,0,180.48,1394.31
Female,58,Yes,0,41.121108,-122.336613,9,31,Offer C,Yes,28.52,Yes,Yes,DSL,2.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.55,2471.6,0.0,0,884.12,3355.72
Female,34,No,0,38.883224,-121.15918,0,35,Offer C,Yes,35.5,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,20.75,700.45,0.0,0,1242.5,1942.95
Male,68,No,0,33.949255,-118.246978,0,38,No Offer,Yes,46.96,Yes,Yes,Fiber Optic,13.0,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,94.75,3653.0,45.82,0,1784.48,5391.66
Male,19,No,0,37.32886,-121.834567,0,33,No Offer,Yes,45.72,No,Yes,Cable,51.0,No,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,66.4,2245.4,0.0,0,1508.76,3754.16
Male,22,No,0,33.752524,-118.210737,0,22,Offer D,Yes,15.77,No,Yes,Fiber Optic,42.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.7,1490.4,0.0,0,346.94,1837.34
Female,58,Yes,2,37.22565,-122.297533,5,62,No Offer,Yes,42.05,No,Yes,DSL,20.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.75,4263.45,0.0,0,2607.1,6870.55
Female,34,No,0,40.722733,-122.109666,0,21,Offer D,No,0.0,No Phone Service,Yes,DSL,4.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,35.1,770.4,0.0,0,0.0,770.4
Male,47,Yes,2,37.343827,-121.883119,4,64,No Offer,Yes,49.49,No,Yes,Fiber Optic,12.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.05,5135.35,0.0,0,3167.36,8302.71
Male,57,No,0,36.186867,-120.387793,0,1,Offer E,Yes,5.55,No,Yes,DSL,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.7,45.7,0.0,0,5.55,51.25
Male,45,No,0,38.574856,-121.46504,0,23,No Offer,Yes,35.32,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,20.85,473.9,0.0,0,812.36,1286.26
Male,62,Yes,2,38.333133,-121.920151,8,4,No Offer,Yes,3.57,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.5,96.85,0.0,0,14.28,111.13
Male,40,Yes,2,32.579134,-117.119009,3,38,No Offer,Yes,24.16,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,19.6,717.3,0.0,0,918.08,1635.38
Female,36,Yes,0,41.528541,-122.955018,7,72,No Offer,Yes,1.34,Yes,Yes,DSL,19.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.9,6065.3,0.0,0,96.48,6161.78
Female,40,No,0,34.702766,-116.093376,0,3,No Offer,Yes,17.87,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.25,242.0,0.0,0,53.61,295.61
Male,54,No,0,34.903052,-118.411251,0,1,Offer E,No,0.0,No Phone Service,Yes,Cable,29.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.9,35.9,0.0,0,0.0,35.9
Male,70,Yes,0,37.078873,-122.090386,1,68,No Offer,Yes,47.17,Yes,Yes,Fiber Optic,29.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,7299.65,0.0,0,3207.56,10507.21
Male,25,Yes,0,38.488431,-122.752839,1,1,No Offer,Yes,43.67,No,Yes,Fiber Optic,73.0,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,0.0,0,43.67,124.22
Male,47,No,2,33.874224,-117.993368,0,1,No Offer,Yes,11.86,No,Yes,Cable,13.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.6,50.6,0.0,0,11.86,62.46
Male,43,Yes,0,39.408634,-123.045516,1,72,Offer A,Yes,38.3,Yes,Yes,Fiber Optic,3.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,97.95,7114.25,0.0,0,2757.6,9871.85
Female,30,Yes,0,34.072121,-117.698319,1,71,No Offer,Yes,8.21,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,24.25,1732.95,0.0,0,582.91,2315.86
Female,34,No,0,32.707892,-117.05512,0,47,No Offer,Yes,44.69,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,20.55,945.7,0.0,0,2100.43,3046.13
Male,76,Yes,0,38.135897,-122.563683,5,31,Offer C,Yes,46.06,Yes,Yes,Fiber Optic,18.0,Yes,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,89.45,2807.65,31.58,0,1427.86,4203.93
Male,25,No,0,33.920907,-117.489426,0,1,No Offer,Yes,22.3,Yes,Yes,Fiber Optic,51.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,84.65,84.65,0.0,40,22.3,146.95
Female,47,No,0,35.28952,-116.092214,0,4,Offer E,No,0.0,No Phone Service,Yes,DSL,4.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,33.65,137.85,0.0,0,0.0,137.85
